Grantee,Disaster Type,Disbursement_Velocity,Disbursement_TV_Mean,Disbursement_TV_Std,Disbursement_TV_Count,Disbursement_TV_Min,Disbursement_TV_Max,Disbursement_TV_Lag1_Mean,Disbursement_TV_Lag1_Std,Disbursement_TV_Lag1_Count
Puerto Rico,2008 Hurricane Ike and Other Events,0.01716734705559407,1.6764535670847585,2.3773862972117805,53,-4.03335595872819,8.10809613725313,1.692326131116019,2.3977435045597266,52
Puerto Rico,2015-2018 Mitigation,0.005021472498333326,-6.640708411673553,26.192097972200436,14,-91.6968502859519,19.146920259924187,-7.213618290432439,27.170144257528374,13
Puerto Rico,"2017 Hurricanes Harvey, Irma and Maria",0.01990693865972811,1.975804434619062,2.3136428933446576,24,-5.95864037388707,4.408240840063441,2.0218282653629207,2.354381375400091,23
Puerto Rico,"2020 Hurricanes Laura, Delta and Zeta (LDZ)/2021 Hurricane Ida and Wildfires (IDF)",0.008521873064520303,-3.4419962224609066,35.50263403191983,11,-96.13903279360898,52.76312002302598,-3.911113319667332,37.38710775780911,10
Puerto Rico,Electrical Power Systems in Puerto Rico and the U.S. Virgin Islands,0.0007719665016323024,-11.03365440531023,32.32120346435608,9,-96.76780296763846,5.506954884448429,-12.423710176213081,34.264015242455514,8
Rhode Island,2011-2013 Hurricane Sandy and Other Events,0.030303030303030304,3.0303030303030303,6.124484782960491,33,-10.414972985184612,20.83253764813505,3.1240367098255524,6.198386950906309,32
"Richland County, SC",2015 Hurricane Joaquin and Patricia and Other Events,0.04158145895488196,-0.36091422751204366,5.116308074133982,22,-13.663480156089348,12.136299955699425,-0.49559451018241196,5.202541008069332,21
"Richland County, SC",2015-2018 Mitigation,0.01943337907061837,1.9433379070618386,85.60593480142082,3,-57.903696278814486,100.0,31.866855,96.35481770613262,2
"San Marcos, TX",2015 Hurricane Joaquin and Patricia and Other Events,0.030526102152491606,-0.15095063538632636,16.056582430099578,31,-81.60389467704589,12.2763002522526,-0.21908488551449606,16.326515204879605,30
"San Marcos, TX",2015-2018 Mitigation,0.04792932983976999,4.792932983976999,5.655955793187104,15,-0.9990403068038431,17.90340496418458,4.728723902929488,5.863786606754086,14
