model,variable,HR,HR_Lower,HR_Upper,p_value,concordance,n_obs,n_events
velocity_pp_roll4_full_lag2,Prior_Grant_Dollars_log,1.0019885842220653,0.9902591430910457,1.0138569584699422,0.7408909965696537,0.7133807113886795,2757,33
velocity_pp_roll4_full_lag2,Disaster_Year,1.0019791628891794,0.9719295111067068,1.0329578754337025,0.8987252625783518,0.7133807113886795,2757,33
velocity_pp_roll4_full_lag2,Population_log,0.9960923437164917,0.9416068450038588,1.0537306121713115,0.8914879634649211,0.7133807113886795,2757,33
velocity_index_roll4_only_lag2,Capacity_Velocity_Index_pp_roll4_lag2_scaled,1.0066670992483175,0.8960765503690622,1.1309063363968705,0.9108900925443097,0.6085208714690786,2761,33
velocity_index_roll4_full_lag2,Capacity_Velocity_Index_pp_roll4_lag2_scaled,1.0066699349826047,0.8959103679530516,1.1311224808272184,0.9109958797809952,0.7139549908474211,2757,33
velocity_index_roll4_full_lag2,Government_Type_State,1.0114966398891925,0.8053321277496854,1.27043913592025,0.9216968765563236,0.7139549908474211,2757,33
velocity_index_roll4_full_lag2,Prior_Grant_Count,1.0023826416004193,0.903792822876492,1.1117270847360359,0.9640661133632694,0.7139549908474211,2757,33
velocity_index_roll4_full_lag2,Prior_Grant_Dollars_log,1.0019888532152295,0.9902594161962328,1.0138572232153547,0.7408570844276114,0.7139549908474211,2757,33
velocity_index_roll4_full_lag2,Disaster_Year,1.0019804607327634,0.9719310121701709,1.032958956056504,0.8986584500365081,0.7139549908474211,2757,33
velocity_index_roll4_full_lag2,Population_log,0.9960929977832871,0.9416078620788575,1.0537308578141427,0.8915052375197641,0.7139549908474211,2757,33
velocity_pp_cum_only_lag1,Disbursement_Velocity_pp_cum_lag1,1.000413024528498,0.9895446816900335,1.0114007362830304,0.9409348556529596,0.700007177720356,3155,33
velocity_pp_cum_only_lag1,Expenditure_Velocity_pp_cum_lag1,1.0002215372626924,0.9940985866207082,1.0063822009897456,0.9436315849684073,0.700007177720356,3155,33
velocity_pp_cum_full_lag1,Disbursement_Velocity_pp_cum_lag1,1.000425247045623,0.9894610764374434,1.011510911101082,0.9397232986127819,0.713465403387884,3148,33
velocity_pp_cum_full_lag1,Expenditure_Velocity_pp_cum_lag1,1.0002211120864173,0.9940814485415227,1.0063986955306314,0.9438929650281547,0.713465403387884,3148,33
velocity_pp_cum_full_lag1,Government_Type_State,1.0101378125544325,0.8147847370169883,1.2523288102916181,0.9267068988042522,0.713465403387884,3148,33
velocity_pp_cum_full_lag1,Prior_Grant_Count,1.0021044427029868,0.9126808313262494,1.1002896956056425,0.9648392709918714,0.713465403387884,3148,33
velocity_pp_cum_full_lag1,Prior_Grant_Dollars_log,1.0017440057313955,0.9907882984281973,1.0128208564945071,0.7561293722337386,0.713465403387884,3148,33
velocity_pp_cum_full_lag1,Disaster_Year,1.0016513972111993,0.9742692321983055,1.0298031471971314,0.9071143292787585,0.713465403387884,3148,33
velocity_pp_cum_full_lag1,Population_log,0.9965536272376943,0.9451051726005054,1.0508027685722923,0.8984222702574621,0.713465403387884,3148,33
velocity_index_cum_only_lag1,Capacity_Velocity_Index_pp_cum_lag1_scaled,1.0045540924926222,0.8997451410458318,1.1215719637793211,0.9355821780524485,0.7206431237438989,3155,33
velocity_index_cum_full_lag1,Capacity_Velocity_Index_pp_cum_lag1_scaled,1.0046047300411896,0.8992253655029072,1.122333401990614,0.9352375740228647,0.7052110249784669,3148,33
velocity_index_cum_full_lag1,Government_Type_State,1.0101513268060984,0.8147962044539733,1.2523446936426692,0.9266097244831171,0.7052110249784669,3148,33
velocity_index_cum_full_lag1,Prior_Grant_Count,1.002105734181069,0.9126818224624221,1.1002913367653118,0.9648178060951587,0.7052110249784669,3148,33
velocity_index_cum_full_lag1,Prior_Grant_Dollars_log,1.0017440189280846,0.9907883179749442,1.0128208631983164,0.7561274462708663,0.7052110249784669,3148,33
velocity_index_cum_full_lag1,Disaster_Year,1.0016510963272143,0.9742689502423176,1.0298028265439136,0.907131125845882,0.7052110249784669,3148,33
velocity_index_cum_full_lag1,Population_log,0.9965609017761878,0.9451128689872464,1.0508095525280277,0.8986342831678974,0.7052110249784669,3148,33
velocity_pp_cum_only_lag0,Disbursement_Velocity_pp_cum_lag0,1.0004003762218665,0.9895717644995873,1.011347482464744,0.9425299766746709,0.6958979328165374,3301,33
velocity_pp_cum_only_lag0,Expenditure_Velocity_pp_cum_lag0,1.000210371014649,0.9941001131544707,1.0063581857070054,0.9463572948575101,0.6958979328165374,3301,33
velocity_pp_cum_full_lag0,Disbursement_Velocity_pp_cum_lag0,1.0004121605783969,0.9894858592498412,1.0114591145262968,0.9413720087830455,0.7135910134941142,3293,33
velocity_pp_cum_full_lag0,Expenditure_Velocity_pp_cum_lag0,1.0002100818634991,0.9940827821212903,1.0063751488850594,0.946580148087809,0.7135910134941142,3293,33
velocity_pp_cum_full_lag0,Government_Type_State,1.0097290623980313,0.8180326338576873,1.2463473182520717,0.9281791141547455,0.7135910134941142,3293,33
